post_id,timestamp,text,LIKE,HAHA,SAD,LOVE,ANGRY,WOW,PRIDE
5281959998_10151224393309999,2017-07-07T09:25:01+0000,%22Luckily%20there%20were%20no%20injured%20today%2C%20but%20the%20conductors%20were%20saying%20this%20is%20going%20to%20happen%20again%2C%22%20a%20passenger%20said.,175,0,36,1,15,99,0
5281959998_10151224725769999,2017-07-07T20:25:00+0000,The%20U.S.%20now%20faces%20the%20hostile%20end%20of%20a%20nuclear%20deterrence%20model%20it%20was%20the%20first%20to%20develop.,243,9,47,14,11,13,0
5281959998_10151224401139999,2017-07-07T11:25:00+0000,For%20Poland%u2019s%20government%2C%20President%20Donald%20J.%20Trump%27s%20visit%20was%20a%20chance%20to%20prove%20that%20Poland%20has%20powerful%20friends%20who%20share%20its%20nationalist%20vision.,251,39,64,19,194,10,0
5281959998_10151224448394999,2017-07-07T12:25:00+0000,About%201%2C600%20people%20have%20died%20because%20of%20the%20cholera%20outbreak.,148,1,302,2,33,10,0
5281959998_10151224643499999,2017-07-07T17:25:00+0000,%22We%20were%20taking%20an%20airplane%2C%20I%20told%20our%20children%2C%20to%20see%20what%20I%20dramatically%20billed%20as%20%27the%20end%20of%20the%20world.%27%22,346,2,1,30,0,11,0
5281959998_10151225628784999,2017-07-08T16:41:19+0000,American%20outsider%20Shelby%20Rogers%20nearly%20beat%20Germany%27s%20Angelique%20Kerber%2C%20the%20No.%201%20tennis%20player%20in%20the%20world.,392,1,1,26,0,34,0
5281959998_10151224473804999,2017-07-07T12:55:01+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22The%20cost%20of%20any%20perceived%20weakness%20could%20be%20high%20for%20both%20combatants%20%u2014%20and%20the%20projection%20of%20masculinity%20they%20hold%20so%20dear.%22,236,203,14,7,62,15,0
5281959998_10151224409164999,2017-07-07T10:25:00+0000,The%20hospital%20said%20that%20Steve%20Scalise%20had%20%22tolerated%20the%20procedure%20well.%22%20He%20remains%20in%20serious%20condition.,287,17,260,23,1,10,0
5281959998_10151224782899999,2017-07-07T20:55:00+0000,President%20Donald%20J.%20Trump%20and%20Senator%20Ted%20Cruz%20may%20think%20it%27s%20a%20good%20idea%2C%20but%20it%27s%20incredibly%20risky.,236,11,21,9,342,15,0
5281959998_10151224405734999,2017-07-07T09:57:40+0000,He%20admitted%20his%20guilt%20in%20illegally%20gaining%20access%20to%20the%20private%20data%20of%20a%20number%20of%20targets%2C%20including%20high-ranking%20officials%2C%20businessmen%20and%20journalists%2C%20according%20to%20news%20reports.,620,13,4,11,159,92,0
5281959998_10151224852754999,2017-07-08T05:25:00+0000,A%20few%20more%20suggestions%20for%20your%20summer%20reading%20list.,371,0,0,12,0,3,0
5281959998_10151224702159999,2017-07-07T17:55:00+0000,Here%27s%20what%20to%20know%20about%20the%20panel%20the%20Trump%20administration%20created%20and%20its%20access%20to%20voter%20data.,170,7,11,7,341,23,0
5281959998_10151224196919999,2017-07-07T01:55:01+0000,Among%20the%20companies%20targeted%20was%20a%20Kansas%20firm%20that%20operates%20a%20nuclear%20power%20plant.%20It%20is%20not%20clear%20who%20was%20responsible.,313,4,38,4,253,388,0
5281959998_10151224544344999,2017-07-07T14:18:08+0000,Breaking%20News%3A%20In%20their%20meeting%2C%20President%20Donald%20J.%20Trump%20pressed%20Vladimir%20Putin%20on%20Russia%u2019s%20meddling%20in%20the%20U.S.%20election%2C%20Secretary%20of%20State%20Rex%20Tillerson%20said.,375,259,4,12,69,17,0
5281959998_10151225621004999,2017-07-08T18:25:01+0000,%22When%20she%20adopted%20the%20dog%20from%20us%2C%20it%20wasn%u2019t%20crazy.%22,357,84,12,10,60,15,0
5281959998_10151225596394999,2017-07-08T16:25:00+0000,1%2C500%20black-clad%20anarchists%20rampaged%20through%20the%20streets%20of%20Hamburg%2C%20plundering%20shops%20and%20setting%20fire%20to%20cars%20and%20trash%20cans%20for%20several%20hours%2C%20the%20police%20said.,397,17,163,33,82,130,0
5281959998_10151224475234999,2017-07-07T12:39:30+0000,Breaking%20News%3A%20U.S.%20employers%20added%20222%2C000%20jobs%20to%20their%20payrolls%20in%20June%2C%20more%20than%20expected.%20The%20jobless%20rate%20edged%20up%20to%204.4%25.,744,8,3,36,4,23,0
5281959998_10151224443694999,2017-07-08T10:55:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22Our%20system%20subsidizes%20workers%20with%20six-figure%20salaries%20and%20wealthy%20retirees%20while%20sidelining%20the%20poor%20and%20the%20sick%20in%20Medicaid%2C%20a%20system%20that%20many%20doctors%20won%u2019t%20participate%20in%20because%20of%20low%20reimbursement%20rates.%22,817,11,58,33,29,10,0
5281959998_10151224565839999,2017-07-07T21:55:00+0000,You%20can%20mix%20this%20recipe%20in%20a%20bowl%20with%20a%20wooden%20spoon%20in%20about%203%20minutes.,542,1,1,43,0,6,0
5281959998_10151225111309999,2017-07-08T00:32:34+0000,The%20more-than-2-hour%20meeting%20was%20so%20all-consuming%20that%20even%20Melania%20Trump%20failed%20to%20pry%20the%202%20leaders%20apart%20halfway%20through.,282,163,12,7,111,18,0
5281959998_10151224223474999,2017-07-07T02:55:38+0000,Bethanie%20Mattek-Sands%20lay%20on%20the%20court%2C%20grabbing%20her%20knee%2C%20and%20her%20wrenching%20cries%20pierced%20through%20stunned%20silence.,264,1,629,3,6,97,0
5281959998_10151224621534999,2017-07-08T11:25:00+0000,%22It%20would%20have%20been%20weird%20to%20go%20on%20a%20date%20with%20anyone%20else%2C%20so%20we%20ended%20up%20becoming%20a%20couple.%20Over%20FaceTime.%22,507,34,0,34,0,5,0
5281959998_10151225156424999,2017-07-08T03:55:00+0000,From%20Gail%20Collins%20in%20The%20New%20York%20Times%20Opinion%20Section%3A%20%0A%0A%22Our%20president%20has%20ever-changing%20personas%2C%20ranging%20from%20statesmanlike%20Reader-of-Speeches%20to%20Nearly%20Unhinged%20Trump%2C%20a%20version%20frequently%20seen%20on%20Twitter.%20And%20Diplomacy%20Don%2C%20who%20seemed%20to%20fall%20head%20over%20heels%20for%20Putin.%22,541,232,37,15,150,25,0
5281959998_10151224207559999,2017-07-07T03:55:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20Charlie%20Gard%27s%20parents%20know%20better%20than%20the%20pope%2C%20Donald%20J.%20Trump%20and%20the%20British%20courts%20about%20what%u2019s%20best%20for%20their%20sick%20son%2C%20Elisha%20Waldman%20writes.,858,0,82,47,12,1,0
5281959998_10151225217184999,2017-07-08T11:55:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20Because%20collectors%20like%20Hobby%20Lobby%20are%20willing%20to%20pay%20a%20premium%2C%20the%20looting%20of%20Middle%20Eastern%20artifacts%20continues.,262,5,104,2,598,29,0
5281959998_10151225032299999,2017-07-07T22:26:00+0000,Betsy%20DeVos%20signaled%20a%20surprisingly%20hard-line%20approach%2C%20rattling%20state%20school%20chiefs%20and%20conservative%20education%20experts%20alike.,296,8,43,7,617,29,0
5281959998_10151225180979999,2017-07-08T09:55:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22The%20whole%20GOP%20has%20become%20a%20post-truth%20party.%20And%20I%20see%20no%20sign%20that%20it%20will%20ever%20improve%2C%22%20Paul%20Krugman%20writes.,723,10,129,6,119,13,0
5281959998_10151225225364999,2017-07-08T06:55:00+0000,Researchers%20have%20uncovered%20a%20baby%20tooth%20that%20belonged%20to%20an%20ancient%20human%20cousin%20known%20as%20a%20Denisovan.,793,2,0,28,0,177,0
5281959998_10151224677434999,2017-07-07T16:43:11+0000,%28Sandy%29%20Alex%20G%2C%20a%20singer-songwriter%20from%20Philadelphia%2C%20is%20performing%20some%20songs%20for%20us%20from%20his%20new%20album.%20Leave%20your%20questions%20in%20the%20comments%2C%20and%20NYT%20journalist%20Andrew%20R.%20Chow%20will%20ask%20some.,653,2,4,142,2,11,0
5281959998_10151224332369999,2017-07-07T07:25:00+0000,In%20March%2C%20Elon%20Musk%20said%20Tesla%20would%20get%20the%20power%20system%20set%20up%20in%20100%20days%20%22or%20it%20is%20free.%22,925,1,0,42,0,32,0
5281959998_1886228924927954,2017-07-07T12:50:31+0000,The%20Metropolitan%20Museum%20of%20Art%2C%20New%20York%20commissioned%2012%20artists%2C%20paired%20together%2C%20to%20communicate%20using%20visuals%20for%205%20months.%20Two%20paired%20artists%20discuss%20their%20experiences.%20Watch%20more%20%23Daily360%3A%20http%3A//nyti.ms/2ru0Jzt,680,2,0,50,0,6,0
5281959998_10151225190499999,2017-07-08T02:25:01+0000,GOP%20Senator%20Chuck%20Grassley%3A%20%u201CI%20don%u2019t%20even%20know%20if%20we%u2019re%20going%20to%20get%20a%20bill%20up.%u201D,809,112,1,67,1,10,0
5281959998_10151225662364999,2017-07-08T17:35:30+0000,World%20leaders%20are%20moving%20forward%20collectively%20on%20climate%20change%20without%20the%20U.S.%2C%20declaring%20the%20Paris%20accord%20%u201Cirreversible.%u201D,758,7,147,55,23,10,0
5281959998_10151224436149999,2017-07-07T13:55:00+0000,Recruits%20at%20Parris%20Island%20have%20been%20subjected%20to%20severe%20hazing%2C%20far%20beyond%20that%20experienced%20in%20other%20U.S.%20military%20boot%20camps.%20Is%20this%20really%20the%20only%20way%20to%20create%20a%20warrior%3F,387,4,250,4,330,25,0
5281959998_10151225520329999,2017-07-08T14:20:02+0000,On%20her%20night%20stand%20is%20a%20photograph%20of%20her%20dead%20husband%20and%20a%20box%20of%20chocolates%20he%20gave.%0A%0ASrinivas%20Kuchibhotla%u2019s%20death%20in%20an%20anti-immigrant%20attack%20at%20a%20Kansas%20bar%20made%20headlines%20the%20world%20over.%20Now%20his%20wife%2C%20Sunayana%20Dumala%2C%20tells%20her%20story.,186,1,722,5,83,3,0
5281959998_10151225033899999,2017-07-07T22:55:01+0000,From%20Nicholas%20Kristof%20in%20The%20New%20York%20Times%20Opinion%20Section%3A%0A%0A%22If%20only%20Donald%20J.%20Trump%20confronted%20Vladimir%20Putin%20with%20half%20the%20energy%20with%20which%20he%20denounces%20CNN%20and%20other%20news%20organizations%21%22,757,85,24,12,100,22,0
5281959998_10151225041159999,2017-07-07T23:55:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%0A%0ACarl%20Reiner%20has%20some%20advice%20for%20Supreme%20Court%20Justice%20Anthony%20Kennedy%3A%20Don%27t%20retire.%20Your%2090s%20are%20the%20best%20time%20to%20work.,868,16,0,113,0,3,0
5281959998_10151225143719999,2017-07-08T01:25:01+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22The%20first%20thing%20I%20learned%20in%20my%20quest%20to%20get%20this%20bit%20of%20Nazi%20paraphernalia%20out%20of%20my%20parents%u2019%20house%20was%20that%20it%20is%20actually%20pretty%20difficult%20to%20offload%20a%20swastika.%22,796,7,9,37,3,74,0
5281959998_10151225198634999,2017-07-08T03:25:00+0000,New%20evidence%20showed%20that%20Venus%20Williams%20legally%20entered%20the%20Florida%20intersection%20where%20the%20collision%20occurred.,904,0,13,55,3,25,0
5281959998_10151225118029999,2017-07-08T00:55:00+0000,CBS%20is%20facing%20criticism%20for%20letting%20Daniel%20Dae%20Kim%20and%20Grace%20Park%20leave%20%22Hawaii%20Five-0.%22%20Our%20TV%20critic%20weighs%20in.,715,8,112,7,141,17,0
5281959998_10151224408199999,2017-07-07T13:25:00+0000,President%20Donald%20J.%20Trump%20was%20correct%20that%20only%204%20of%20the%2017%20intelligence%20agencies%20concluded%20that%20Russia%20interfered%20in%20the%20election%20%u2014%20but%20they%20were%20the%20only%204%20that%20investigated%20the%20issue.,610,179,14,5,159,33,0
5281959998_10151225229864999,2017-07-08T02:58:01+0000,John%20Podesta%20tweeted%20back%20and%20called%20Donald%20J.%20Trump%20a%20%u201Cwhack%20job%u201D%20and%20told%20him%20to%20%u201Cget%20a%20grip%u201D%20and%20%u201Cget%20your%20head%20in%20the%20game.%20You%u2019re%20representing%20the%20US%20at%20the%20G20.%u201D,802,123,1,55,9,10,0
5281959998_10151224861394999,2017-07-08T14:40:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%u201CSo%20sorry%21%20I%u2019m%20gonna%20have%20to%20flake%20on%20drinks%20tonight.%20Overwhelmed.%20My%20grandmother%20just%20got%20bubonic%20plague.%u2026%u201D,848,93,12,35,5,7,0
5281959998_10151225054714999,2017-07-07T23:25:00+0000,Rita%20Sherman%20had%20a%20net%20worth%20of%20roughly%20%24600%2C000%20and%20long-term%20care%20insurance.%20She%20still%20ended%20up%20needing%20Medicaid.,419,2,428,2,41,108,0
5281959998_10151225175079999,2017-07-08T01:55:00+0000,The%20Trump%20administration%20stands%20alone%20on%20issues%20like%20trade%20and%20climate%20change.,465,44,249,8,214,20,0
5281959998_10151225169469999,2017-07-08T04:25:00+0000,Emma%20Stone%3A%20%u201CIn%20my%20career%20so%20far%2C%20I%u2019ve%20needed%20my%20male%20co-stars%20to%20take%20a%20pay%20cut%20so%20that%20I%20may%20have%20parity%20with%20them.%20And%20that%u2019s%20something%20they%20do%20for%20me%20because%20they%20feel%20it%u2019s%20what%u2019s%20right%20and%20fair.%u201D,881,5,4,66,3,41,0
5281959998_10151224646369999,2017-07-08T09:25:00+0000,The%20phones%20ring%20every%207%20to%209%20minutes.%20On%20the%20other%20line%20is%20an%20immigrant%20sharing%20their%20story.,781,0,0,164,0,55,0
5281959998_10151224180579999,2017-07-07T01:25:01+0000,France%u2019s%20move%20gave%20additional%20momentum%20to%20efforts%20to%20fight%20climate%20change.,861,2,2,97,0,38,0
5281959998_10151224281519999,2017-07-07T05:55:00+0000,%22I%20feel%20for%20the%20crowd%2C%22%20Roger%20Federer%20said.%20%22They%27re%20there%20to%20watch%20good%20tennis%2C%20proper%20tennis.%22,821,3,14,5,54,103,0
5281959998_10151224874484999,2017-07-08T06:25:00+0000,She%20changed%20the%20way%20modern%20women%20are%20addressed.,730,0,185,81,0,4,0
5281959998_10151225146764999,2017-07-08T04:55:00+0000,Daphne%20du%20Maurier%27s%20%22Rebecca%22%20is%20a%20success%3A%20It%20has%20never%20gone%20out%20of%20print%20and%20still%20sells%20about%2050%2C000%20copies%20a%20year.%20But%20to%20some%20women%20%u2014%20like%20The%20Times%27s%20Parul%20Sehgal%20%u2014%20this%20book%20is%20something%20more%2C%20not%20merely%20beloved%20or%20popular%20but%20foundational.,864,1,0,134,0,1,0
5281959998_10151224202014999,2017-07-07T03:25:00+0000,Why%20have%20Jane%20Austen%27s%20novels%20endured%20the%20test%20of%20time%3F%20An%20analysis%20of%20her%20word%20choice%20reveals%20her%20literary%20genius.,868,1,0,118,0,13,0
5281959998_1886305698253610,2017-07-07T16:23:57+0000,President%20Donald%20J.%20Trump%20spoke%20with%20President%20Vladimir%20Putin%20of%20Russia%20at%20the%20G-20%20summit%20in%20Hamburg%2C%20Germany.,632,107,10,32,198,21,0
5281959998_10151224643849999,2017-07-08T15:00:00+0000,Visit%20the%20hottest%20place%20on%20Earth%2C%20where%20camel%20caravans%20move%20salt%20across%20the%20vast%20plains%2C%20and%20active%20geothermal%20zones%20turn%20into%20a%20landscape%20of%20psychedelic%20colors.,799,0,2,63,1,135,0
5281959998_10151224563939999,2017-07-07T15:55:00+0000,Sure%2C%20you%20can%20oppose%20single-payer%2C%20but%20don%27t%20do%20it%20because%20you%20think%20it%27ll%20cost%20more%20%28the%20evidence%20shows%20it%20doesn%27t%29.,924,2,1,69,0,4,0
5281959998_10151224395719999,2017-07-07T14:40:00+0000,Donald%20J.%20Trump%20%22was%20just%20so%20outrageous%2C%20so%20disrespectful%2C%20such%20a%20bully%20and%20dangerous%20for%20this%20country%2C%20I%20decided%2C%20%27You%20know%20what%3F%20I%27m%20taking%20the%20gloves%20off%20and%20I%u2019m%20going%20to%20step%20out%2C%27%22%20Maxine%20Waters%20said.,833,12,0,150,0,5,0
5281959998_10151224673394999,2017-07-07T19:25:00+0000,Chaunt%E9%20Lowe%20remained%20medal-less%20after%20competing%20in%20the%20Olympics%20in%20Athens%2C%20Beijing%2C%20London%20and%20Rio%20de%20Janeiro.%20Then%20she%20got%20a%20Facebook%20message.,755,1,11,120,2,45,0
5281959998_10151224809824999,2017-07-07T18:40:01+0000,It%20isn%27t%20unusual%20for%20teenagers%20to%20take%20a%20summer%20trip%20after%20graduating%20high%20school%2C%20but%20Malala%20Yousafzai%20is%20a%20bit%20different.,827,1,0,168,0,4,0
