post_id,timestamp,text,LIKE,HAHA,SAD,LOVE,ANGRY,WOW,PRIDE
5281959998_10151209226344999,2017-06-21T12:10:00+0000,Theresa%20May%20is%20fighting%20for%20her%20political%20life.,105,38,1,1,3,4,0
5281959998_10151207589214999,2017-06-20T08:25:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20For%20the%20Bolshevik%20leader%2C%20the%20ends%20justified%20his%20means.%20But%20if%20you%20asked%20any%20Russian%20in%201917%2C%20the%20answer%20was%20yes.,207,19,1,6,2,30,2
5281959998_10151209179384999,2017-06-21T13:55:00+0000,The%20new%20sanctions%20underscored%20the%20renewed%20tension%20in%20already%20abysmal%20relations%20between%20Washington%20and%20Moscow.,266,44,0,11,5,25,0
5281959998_10151209363404999,2017-06-21T14:27:44+0000,Learn%20how%20to%20build%20an%20igloo%20and%20this%20can%20be%20your%20view%3A%20a%20velvety%20black%20sky%20with%20greenish%20garlands%20of%20northern%20lights.,159,0,0,11,0,10,0
5281959998_10151209238769999,2017-06-21T12:40:00+0000,%22I%20think%20any%20normal%2C%20conscionable%20man%20would%20have%20to%20consider%20carefully%20doing%20something%20like%20this%2C%22%20a%20former%20military%20psychologist%20said.,113,1,35,0,64,9,0
5281959998_10151208653334999,2017-06-21T05:55:00+0000,The%20balloon%20tulips%20are%20meant%20to%20honor%20the%20victims%20of%20the%202015%20terrorist%20attacks.%20But%20%243.9%20million%20is%20needed%20to%20make%20and%20install%20the%20work%2C%20and%20the%20pavement%20isn%27t%20strong%20enough%20to%20support%20the%20sculpture.,144,18,1,4,5,7,1
5281959998_10151209150519999,2017-06-21T09:55:00+0000,%22While%20I%20greatly%20appreciate%20the%20efforts%20of%20President%20Xi%20%26%20China%20to%20help%20with%20North%20Korea%2C%20it%20has%20not%20worked%20out%2C%22%20President%20Donald%20J.%20Trump%20tweeted%20on%20the%20eve%20of%20a%20high-level%20meeting%20of%20Chinese%20and%20American%20officials.,182,72,13,1,16,46,0
5281959998_10151208305644999,2017-06-20T16:55:00+0000,This%20rock%20group%20may%20have%20inadvertently%20helped%20the%20Washington%20Redskins.,161,8,3,18,13,6,2
5281959998_10151209388574999,2017-06-21T14:47:49+0000,Republican%20Karen%20Handel%20is%20the%20winner%20of%20the%20contentious%20runoff%20for%20Georgia%u2019s%20Sixth%20Congressional%20District.%20NYT%20Atlanta%20bureau%20chief%20Richard%20Fausset%20explains%20the%20results%20and%20their%20broader%20political%20implications.%20Leave%20your%20questions%20in%20the%20comments%20below.,187,18,58,17,50,3,2
5281959998_10151208454539999,2017-06-20T19:10:00+0000,%22Bachelor%20in%20Paradise%22%20will%20air%20this%20summer%20after%20all.,177,5,2,21,26,5,0
5281959998_10151207817169999,2017-06-20T10:11:07+0000,%22Workers%20still%20need%20protection%2C%20but%20in%20a%20globalized%20world%2C%20the%20economy%20must%20be%20able%20to%20adjust%2C%20too%2C%22%20said%20the%20head%20of%20the%20powerful%20CFDT%20union.%20%22If%20unions%20just%20oppose%20everything%2C%20we%u2019ll%20never%20move%20forward.%22,173,1,0,7,4,5,1
5281959998_10151207745109999,2017-06-20T13:25:00+0000,When%20far-right%20violence%20is%20described%20as%20a%20hate%20crime%20or%20the%20act%20of%20a%20disturbed%20loner%2C%20even%20if%20that%20is%20true%2C%20it%20can%20exacerbate%20a%20sense%20among%20targeted%20communities%20that%20they%20matter%20less.,328,3,60,3,44,5,1
5281959998_10151209372554999,2017-06-21T14:55:00+0000,It%27s%20bigger%20than%20Uber.%20Online%20campaigns%20against%20brands%20have%20become%20one%20of%20the%20most%20powerful%20forces%20in%20business.,145,0,0,8,0,5,0
5281959998_10151208318329999,2017-06-20T17:25:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20ISIS%20in%20its%20current%20form%20is%20doomed.%20Osama%20bin%20Laden%27s%20ideology%2C%20however%2C%20is%20destined%20to%20survive%20well%20into%20the%20future.,172,2,11,5,6,10,0
5281959998_10151208312399999,2017-06-20T20:55:00+0000,An%20easy%20and%20delicious%20dinner.,317,1,1,19,0,1,0
5281959998_10151208659694999,2017-06-21T07:25:00+0000,Brussels%20police%20said%20a%20man%20set%20off%20a%20bomb%20at%20a%20train%20station%20in%20a%20tourist%20area%20and%20was%20%22neutralized.%22%20There%20were%20no%20reports%20of%20casualties.,129,1,43,0,15,34,0
5281959998_10151208090819999,2017-06-20T13:40:00+0000,Investigators%20are%20expected%20to%20want%20to%20interview%20the%20Crystal%u2019s%20crew%20to%20ask%20why%20there%20was%20nearly%20an%20hour%u2019s%20delay%20in%20reporting%20the%20crash.,241,3,105,9,7,9,0
5281959998_10151209521199999,2017-06-21T16:55:00+0000,%22A%20battered%20wife%20and%20a%20bloodied%20hockey%20stick.%20That%u2019s%20the%20legacy%20of%20Trudeau%u2019s%20Syrian%20refugee%20program%2C%22%20she%20tweeted%2C%20quoting%20a%20Toronto%20Sun%20column.,104,1,6,8,80,13,0
5281959998_10151207745439999,2017-06-20T11:25:00+0000,%22There%20are%20people%20on%20both%20sides%20who%20want%20the%20clash%20of%20civilizations.%22,218,2,185,2,39,1,0
5281959998_10151208120324999,2017-06-21T08:25:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22The%20reported%20failings%20in%20the%20run%20up%20to%20the%20disaster%20have%20a%20clear%20class%20element%2C%20but%20also%20a%20racial%20one.%22,152,5,71,5,31,3,0
5281959998_10151208766204999,2017-06-20T23:25:00+0000,Who%20will%20win%20Georgia%u2019s%20heated%20U.S.%20House%20race%3F%20It%u2019s%20a%20vital%20test%20for%20both%20parties%20%u2014%20and%20for%20President%20Trump.%20Join%20us%20for%20live%20analysis.,277,2,27,8,2,5,3
5281959998_10151209213079999,2017-06-21T11:40:00+0000,The%20government%20is%20not%20sure%20whether%20the%20gunmen%20have%20hostages.,63,0,76,1,48,12,0
5281959998_1877200515830795,2017-06-20T10:25:00+0000,Follow%20Major%20Sajjad%20al-Hour%20as%20he%20commands%20150%20Iraqi%20Special%20Forces%20soldiers%20through%20the%20war-torn%20streets%20of%20Mosul%20in%20an%20attempt%20to%20eradicate%20ISIS.%20%0A%0AWatch%20the%20full%20documentary%20here%3A%20http%3A//nyti.ms/2tngJ4b,371,1,47,2,2,21,1
5281959998_10151209583624999,2017-06-21T19:25:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22I%20know%20that%20my%20story%20is%20not%20a%20sad%20one.%20For%20the%20past%20four%20years%2C%20I%u2019ve%20been%20trying%20to%20convince%20everyone%20else%20as%20well.%22,144,0,2,35,1,0,0
5281959998_10151208505099999,2017-06-20T19:26:13+0000,%22What%20America%20will%20become%20is%20now%20in%20the%20hands%20of%20your%20generation.%22%20We%27re%20collecting%20some%20of%20the%20best%20and%20most%20noteworthy%20commencement%20speeches%20of%202017.,292,2,1,22,1,5,1
5281959998_10151208384309999,2017-06-20T19:55:00+0000,New%20York%20City%27s%20subway%20workers%20bear%20the%20brunt%20of%20passengers%u2019%20anger%20over%20delays%20and%20disruptions.%20%22My%20new%20first%20name%20is%20%27Mother%2C%27%20%22%20said%20a%20conductor%20with%20over%2020%20years%20of%20experience.%20His%20new%20last%20name%20is%20NSFW.,220,41,25,4,9,10,0
5281959998_10151208822374999,2017-06-21T00:25:44+0000,South%20Carolina%20also%20had%20a%20special%20election%20for%20a%20House%20seat.%20Follow%20live%20results%20here.,227,4,30,16,8,6,10
5281959998_1877771945773652,2017-06-21T17:40:00+0000,These%20psychologists%20helped%20devise%20the%20CIA%27s%20brutal%20interrogation%20program.%20You%20can%20watch%20them%20defend%20their%20actions%20in%20depositions%20we%20obtained%20through%20lawsuits.%0A%0AThe%20full%20investigation%3A%20http%3A//nyti.ms/2sTw3Zo,149,1,10,0,65,17,0
5281959998_10151208010079999,2017-06-20T12:15:00+0000,Late-night%20hosts%20took%20a%20break%20from%20their%20political%20quipping%20to%20celebrate%20the%20arrival%20of%20Beyonc%E9%27s%20twins.,405,64,3,9,1,3,0
5281959998_1877197322497781,2017-06-20T14:25:00+0000,Step%20into%20%22Alcyone%2C%22%20an%2018th-century%20French%20opera%20that%20had%20not%20been%20performed%20in%20Paris%20for%20246%20years.%20Watch%20more%20%23Daily360%3A%20http%3A//nyti.ms/2ru0Jzt,382,1,0,49,0,22,1
5281959998_10151209721684999,2017-06-21T20:23:25+0000,Breaking%20News%3A%20A%20Milwaukee%20policeman%20was%20the%20latest%20officer%20to%20be%20acquitted%20in%20a%20fatal%20shooting.%20The%20case%20last%20August%20touched%20off%20two%20days%20of%20protests.,87,3,50,7,301,18,0
5281959998_10151209540424999,2017-06-21T16:35:09+0000,The%20man%20who%20opened%20fire%20on%20members%20of%20Congress%20had%20no%20links%20to%20terrorism%20and%20acted%20alone%2C%20the%20FBI%20said.,278,3,23,7,3,4,0
5281959998_10151207994224999,2017-06-20T15:25:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22When%20things%20go%20wrong%20with%20big%20philanthropy%2C%20citizens%20have%20little%20recourse.%20The%20givers%20are%20accountable%20to%20no%20one.%22,586,3,5,31,10,26,1
5281959998_10151208140959999,2017-06-20T14:55:00+0000,Concerned%20about%20gender%20stereotypes%20in%20the%20movies%20and%20TV%20shows%20that%20kids%20watch%3F%20There%27s%20a%20new%20rating%20system%20to%20help.,506,26,0,51,2,4,4
5281959998_10151208311229999,2017-06-20T18:25:00+0000,%22We%20have%20these%20people%20sending%20us%20their%20children%20to%20get%20healthy%2C%20and%20they%20are%20leaving%20in%20ambulances%20and%20body%20bags.%22%20%u2014%20Dave%20Aronberg%2C%20the%20state%20attorney%20for%20Palm%20Beach%20County%2C%20Florida,195,0,194,10,328,36,1
5281959998_10151207831119999,2017-06-20T11:55:00+0000,It%20is%20quite%20possibly%20the%20most%20consequential%20special%20election%20since%20the%2070s.,864,5,17,28,7,75,4
5281959998_10151209373514999,2017-06-21T15:29:19+0000,Meet%20man%20bun%20Ken%21%20And%20Brooklyn%20maker%20space%20Ken%21%20And%20Silicon%20Valley%20Ken%21,158,104,3,14,2,8,1
5281959998_10151209679519999,2017-06-21T20:03:02+0000,Breaking%20News%3A%20One%20of%20Iraq%27s%20most%20famous%20landmarks%2C%20a%20mosque%20in%20Mosul%2C%20was%20destroyed.%20Iraq%20said%20ISIS%20did%20it%2C%20but%20the%20militants%20blamed%20a%20U.S.%20airstrike.,91,6,148,1,89,17,0
5281959998_10151209105279999,2017-06-21T08:55:00+0000,A%20report%20by%20Brazil%27s%20equivalent%20to%20the%20FBI%20has%20intensified%20pressure%20on%20President%20Michel%20Temer.,138,16,2,5,3,11,1
5281959998_1877650179119162,2017-06-21T13:40:00+0000,It%27s%20finally%20summer%2C%20let%u2019s%20build%20an%20igloo.%20Watch%20more%20%23Daily360%3A%20http%3A//nyti.ms/2ru0Jzt,321,8,0,21,0,29,0
5281959998_10151209183184999,2017-06-21T11:55:00+0000,Karen%20Handel%20defeated%20Jon%20Ossoff%20in%20the%20most%20expensive%20House%20campaign%20in%20history.,142,17,179,20,415,7,0
5281959998_10151207484199999,2017-06-20T05:55:00+0000,Madrid%20commuters%20are%20the%20latest%20global%20denizens%20to%20fight%20%u201CEl%20Manspreading%2C%u201D%20that%20scourge%20of%20crowded%20buses%20and%20trains.,791,135,2,53,4,14,1
5281959998_10151208439409999,2017-06-20T21:25:00+0000,%22There%27s%20been%20a%20bigger%20and%20quicker%20shift%20to%20the%20right%20here%20than%20in%20any%20other%20state%20in%20the%20country%2C%22%20one%20longtime%20political%20writer%20says.,354,4,154,11,123,17,1
5281959998_10151208354204999,2017-06-21T04:55:00+0000,%u201CBetter%20Call%20Saul%u201D%20delivered%20a%20surprisingly%20twisty%2C%20action-packed%20Season%203%20finale.,476,0,1,48,0,12,0
5281959998_10151207484909999,2017-06-20T07:25:00+0000,After%20a%20forest%20fire%20in%20Portugal%20killed%20at%20least%2064%20people%20over%20the%20weekend%2C%20our%20correspondent%20Raphael%20Minder%20drove%20into%20the%20ravaged%20countryside%2C%20past%20burned-out%20cars%20and%20melted%20road%20signs.%0A%0ARead%20more%3A%20http%3A//nyti.ms/2sklHQY,129,0,696,1,4,170,0
5281959998_10151207977189999,2017-06-20T13:55:00+0000,ExxonMobil%20is%20backing%20a%20plan%20to%20tax%20carbon%20emissions%20and%20return%20the%20money%20to%20taxpayers%20as%20a%20%22climate%20dividend.%22,848,8,2,47,8,85,2
5281959998_10151209152489999,2017-06-21T10:25:00+0000,Despite%20the%20losses%2C%20the%20special%20election%20results%20in%20Kansas%2C%20Montana%2C%20Georgia%20and%20South%20Carolina%20are%20very%20strong%20showings%20for%20the%20Democrats.,673,60,52,15,13,17,1
5281959998_10151208560449999,2017-06-20T22:25:00+0000,More%20than%2075%20artifacts%20%u2014%20including%20a%20magnifying%20glass%20and%20photo%20negatives%20that%20appeared%20to%20show%20Hitler%20holding%20the%20same%20lens%20%u2014%20were%20found%20in%20a%20room%20hidden%20behind%20a%20bookcase.,535,5,42,7,21,319,2
5281959998_1876897069194473,2017-06-20T06:55:00+0000,%u201CWe%u2019re%20not%20safe.%20We%20really%20feel%20we%u2019re%20not%20safe%20anymore.%u201D%20%0A%0A%u2014%20Fatima%2C%20London%20resident.,271,8,591,6,115,9,0
5281959998_10151208801479999,2017-06-20T23:55:48+0000,First%20election%20results%20are%20in%20from%20Georgia%27s%206th%20Congressional%20District.%0A%0AFollow%20the%20live%20vote%20here%3A%20http%3A//nyti.ms/2rSPyMI,411,15,240,16,42,47,5
5281959998_10151208583899999,2017-06-20T21:55:00+0000,People%20who%20own%20and%20walk%20a%20dog%20are%20much%20more%20likely%20than%20others%20to%20meet%20the%20standard%20recommendation%20of%20150%20minutes%20of%20exercise%20per%20week.,787,1,0,65,0,4,0
5281959998_10151208949779999,2017-06-21T03:25:00+0000,A%20rift%20among%20Senate%20Republicans%20over%20Medicaid%20and%20the%20opioid%20epidemic%20is%20imperiling%20legislation%20to%20repeal%20the%20Affordable%20Care%20Act.,759,38,8,53,22,75,2
5281959998_10151208412434999,2017-06-20T18:55:00+0000,Is%20there%20a%20merit%20badge%20for%20earning%20all%20the%20merit%20badges%3F,817,20,0,40,0,119,4
5281959998_10151208675779999,2017-06-21T07:55:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22At%20first%20I%20didn%u2019t%20wanna%20be%20in%20an%20all-girls%u2019%20Catholic%20school.%20I%u2019m%20the%20only%20one%20that%20has%20my%20headscarf%20on.%22,562,4,2,64,1,5,0
5281959998_10151208871004999,2017-06-21T02:55:00+0000,Half%20of%20the%20duo%20Mobb%20Deep%2C%20Prodigy%20was%20a%20hard-nosed%20rapper%20who%20kiln-fired%20NYC%20hip-hop%20into%20a%20thing%20of%20unhurried%20attitude%20and%20stoic%20elegance.,364,0,353,32,1,16,1
5281959998_10151209655394999,2017-06-21T19:16:19+0000,Topaz%20Jones%2C%2023%2C%20is%20a%20rapper%20known%20for%20his%20hip-hop-funk%20hybrid%20sound.%20He%27ll%20be%20performing%20songs%20from%20his%20latest%20project%2C%20%22Arcade%2C%22%20which%20includes%20his%20breakout%20song%2C%20%22Tropicana.%22%20Leave%20your%20questions%20in%20the%20comments%2C%20and%20The%20Times%27s%20Iman%20Stevenson%20will%20ask%20some.%20This%20is%20the%20latest%20episode%20of%20%2230%20Under%2030%2C%22%20where%20we%20profile%20innovative%20people%20who%20are%20challenging%20the%20way%20we%20think.%20%23NYT30u30,522,0,1,86,0,11,4
5281959998_10151208961994999,2017-06-21T04:25:00+0000,After%20weeks%20of%20fitful%20efforts%20to%20sell%20Sean%20Spicer%27s%20job%2C%20no%20one%20has%20jumped%20at%20the%20chance%20to%20become%20President%20Trump%u2019s%20new%20press%20secretary.,289,649,7,3,10,40,2
5281959998_10151208280114999,2017-06-20T15:40:38+0000,Get%20ready%20for%20the%20ultimate%20Pride%20prep%3A%20Bob%20the%20Drag%20Queen%2C%20last%20season%27s%20winner%20of%20%22RuPaul%27s%20Drag%20Race%2C%22%20walks%20us%20through%20how%20to%20create%20the%20perfect%20drag%20look.%20He%27ll%20give%20tips%20for%20makeup%2C%20hair%20and%20how%20to%20survive%20in%20mile-high%20heels.%20Leave%20your%20questions%20in%20the%20comments%2C%20and%20The%20Times%27s%20Remy%20Tumin%20will%20ask%20some.,567,8,2,142,3,4,274
5281959998_10151209294044999,2017-06-21T14:10:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%22A%20party%20sorely%20demoralized%20in%20November%20is%20demoralized%20yet%20again%20%u2014%20and%20left%20to%20wonder%20if%20the%20intense%20anti-Trump%20passion%20visible%20in%20protests%2C%20marches%2C%20money%20and%20new%20volunteers%20isn%27t%20just%20some%20theatrical%2C%20symbolic%2C%20abstract%20thing.%22,425,150,336,9,64,14,2
5281959998_10151209161554999,2017-06-21T11:25:00+0000,The%20new%20polio%20outbreak%20%22is%20another%20indication%20that%20public%20health%20systems%20have%20been%20decimated%20by%20these%20conflicts.%22,144,0,723,0,91,42,0
5281959998_10151208964479999,2017-06-21T03:55:00+0000,Excess%20heat%20in%20Phoenix%20grounded%20more%20than%2040%20flights%20in%20recent%20days.,511,22,104,3,18,342,0
5281959998_10151208849354999,2017-06-21T00:43:05+0000,Breaking%20News%3A%20Michael%20Flynn%20was%20present%20for%20weeks%20of%20daily%20CIA%20briefings%2C%20despite%20widespread%20agency%20concerns%20that%20he%20was%20vulnerable%20to%20blackmail.,293,17,20,2,531,137,0
5281959998_10151208323864999,2017-06-20T20:25:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20Elise%20Boddie%20writes%20about%20the%20privilege%20of%20doing%20mundane%20things.,483,0,392,5,118,2,0
5281959998_1877698969114283,2017-06-21T12:09:18+0000,Karen%20Handel%20defeated%20Democrat%20Jon%20Ossoff%20in%20history%27s%20most%20expensive%20%u2013%20and%20hotly%20contested%20%u2013%20House%20race.%20Read%20more%3A%20http%3A//nyti.ms/2tN9TUV,137,31,274,23,532,3,0
5281959998_10151209322359999,2017-06-21T13:52:00+0000,The%20summer%20solstice%20offers%20the%20perfect%20opportunity%20to%20ponder%20the%20explosive%20ball%20of%20plasma%20that%20makes%20our%20very%20existence%20possible.,807,0,1,75,0,16,0
5281959998_10151209290629999,2017-06-21T13:25:00+0000,Representative%20Tim%20Ryan%20said%20Democrats%20needed%20to%20recognize%20that%20they%20were%20%22toxic%22%20in%20huge%20parts%20of%20the%20country.,657,108,145,11,57,21,1
5281959998_10151209143984999,2017-06-21T09:25:00+0000,Most%20of%20the%20raids%20concerned%20politically%20motivated%20right-wing%20incitement%2C%20officials%20said.,790,7,7,80,21,94,1
5281959998_10151208764199999,2017-06-21T01:03:00+0000,From%20The%20New%20York%20Times%20Opinion%20Section%3A%20%0A%0AIf%20liberals%20voted%20at%20the%20same%20rate%20as%20conservatives%2C%20Democrats%20would%20control%20the%20Senate%2C%20and%20Hillary%20Clinton%20would%20be%20president%2C%20David%20Leonhardt%20writes.,711,18,172,10,65,22,2
5281959998_10151209527434999,2017-06-21T17:25:00+0000,%u201CPeople%20like%20me%20are%20not%20supposed%20to%20be%20in%20love%2C%u201D%20he%20thought.%20%u201CPeople%20like%20me%20are%20not%20supposed%20to%20get%20married.%u201D%0A%0AThen%20he%20met%20Kevin.,542,3,2,209,0,2,242
5281959998_10151209214229999,2017-06-21T12:25:00+0000,%22Sean%2C%20I%20have%20so%20many%20questions.%20If%20you%20go%2C%20who%20will%20not%20answer%20them%3F%22%20Stephen%20Colbert%20asked.,600,390,2,7,0,1,0
5281959998_10151207716409999,2017-06-20T07:55:00+0000,%22Tase%20her%2C%22%20the%20officer%20told%20his%20partner%2C%20but%20neither%20officer%20had%20a%20Taser.%20Seconds%20later%2C%20they%20shot%20Charleena%20Lyles.,207,1,308,3,467,14,0
5281959998_10151208226449999,2017-06-20T15:10:00+0000,Russia%27s%20prohibition%20of%20what%20it%20considers%20the%20promotion%20of%20homosexuality%20is%20discriminatory%20and%20violates%20freedom%20of%20expression%2C%20Europe%27s%20top%20human%20rights%20court%20ruled%20on%20Tuesday.,747,4,6,46,3,9,185
5281959998_10151209039029999,2017-06-21T05:25:22+0000,Breaking%20News%3A%20King%20Salman%20of%20Saudi%20Arabia%20has%20ousted%20the%20crown%20prince%20and%20replaced%20him%20with%20his%20son%2C%20Mohammed%20bin%20Salman%2C%2031%2C%20advancing%20his%20meteoric%20rise.,723,55,2,13,11,194,2
5281959998_10151208694904999,2017-06-20T22:58:00+0000,Polls%20in%20Georgia%20just%20closed.%20Keep%20this%20page%20open%20for%20live%20results%20when%20they%20come%20in.,707,12,111,38,71,19,42
5281959998_10151207291424999,2017-06-20T17:55:00+0000,%22It%27s%20like%20I%20lost%20all%20excuses%20for%20not%20pushing%20myself%20to%20reach%20my%20fullest%20potential.%22%0A%0AChemotherapy%20won%27t%20stop%20this%20world-class%20runner%20with%20incurable%20cancer.,730,0,20,165,0,84,1
5281959998_10151208926714999,2017-06-21T02:22:28+0000,Breaking%20News%3A%20Karen%20Handel%2C%20a%20Republican%2C%20won%20a%20special%20House%20election%20in%20Georgia.,161,6,293,15,517,7,1
5281959998_10151208637809999,2017-06-20T22:55:00+0000,An%20Ohio%20couple%20thought%20they%20were%20giving%20away%20old%20clothes.%20But%20one%20bag%20held%20nearly%20%24100%2C000%20in%20cash.,580,10,2,68,0,317,1
5281959998_10151208864614999,2017-06-21T01:25:00+0000,Daniel%20Day-Lewis%2C%20one%20of%20the%20most%20revered%20actors%20in%20Hollywood%20history%2C%20has%20announced%20his%20retirement%20from%20acting.,409,3,408,16,0,164,0
5281959998_10151208544809999,2017-06-21T12:55:00+0000,Want%20to%20cultivate%20kindness%20in%20your%20kids%3F%20Flip%20their%20focus%20from%20selfies%20and%20try%20these%20tips%3A%0A1.%20When%20your%20children%20walk%20out%20the%20door%2C%20remind%20them%20to%20do%20one%20or%20two%20kind%20things%20each%20day.%0A2.%20Show%20that%20you%20value%20kindness.%20Do%20not%20just%20ask%2C%20%u201CWhat%20you%20get%20on%20your%20test%20today%3F%u201D%20but%2C%20%u201CWhat%20kind%20thing%20did%20you%20do%3F%u201D%0A3.%20Praise%20your%20kids%20for%20being%20kind%20in%20the%20moment%20%u2013%20when%20they%20have%20earned%20it%3A%20%u201CThat%20was%20being%20kind%20because%20you%20offered%20your%20toy%20to%20your%20friend.%u201D%0A4.%20Make%20kindness%20a%20regular%20happening.%20Put%20a%20box%20by%20your%20front%20door%20for%20gently%20used%20items%20and%20when%20it%20fills%20up%2C%20drop%20it%20off%20together%20for%20a%20needy%20family.,863,3,1,122,1,1,9
5281959998_10151209043179999,2017-06-21T05:33:59+0000,Breaking%20News%3A%20Travis%20Kalanick%20resigned%20as%20chief%20executive%20of%20Uber%20after%20investors%20began%20revolting%20over%20legal%20and%20workplace%20scandals%20at%20the%20company.,838,39,5,20,1,97,0
5281959998_10151208252489999,2017-06-20T15:55:00+0000,One%20woman%20wrote%20that%20she%20has%20%22been%20accused%20of%20%27sleeping%20my%20way%20into%20the%20job.%27%20You%20know%2C%20because%20every%20woman%20dreams%20of%20sleeping%20her%20way%20into%20the%20sewer%20industry.%22,655,44,22,10,251,17,1
5281959998_10151209763689999,2017-06-21T21:04:14+0000,Lila%20Downs%2C%20a%20Grammy-winning%20Mexican-American%20singer-songwriter%20and%20actress%2C%20is%20here%20to%20perform%20some%20songs%20for%20us.%20Comment%20with%20your%20questions%20%u2014in%20English%20or%20Spanish%20%u2014%20and%20NYT%20reporter%20Andrew%20R.%20Chow%20will%20ask%20some.,506,3,3,450,2,10,26
5281959998_10151208995034999,2017-06-21T06:25:00+0000,A%2022-year-old%20man%20accused%20of%20killing%20a%20Muslim%20teenager%20with%20a%20baseball%20bat%20in%20Virginia%20is%20an%20undocumented%20immigrant%20who%20entered%20the%20U.S.%20illegally.,268,5,236,1,435,55,0
